2024-10-03 18:50:48 ,MCP, {~0}
2024-10-03 18:50:48 ,Scn, \_
2024-10-03 18:50:48 ,Scn, 
2024-10-03 18:50:49 ,iTc, {^0}
2024-10-03 18:50:49 ,MCP, {~0}{~0}{~0}
2024-10-03 18:50:50 ,Scn, @
2024-10-03 18:50:50 ,MCP, {~0}
2024-10-03 18:50:51 ,iTc, {^0}
2024-10-03 18:50:51 ,MCP, {~0}
2024-10-03 18:50:51 ,iTc, <{^0}
2024-10-03 18:50:52 ,MCP, {~0}
2024-10-03 18:50:52 ,iTc, \_
2024-10-03 18:50:52 ,iTc, {^0}
2024-10-03 18:50:52 ,MCP, {~0}{~0}
2024-10-03 18:50:53 ,iTc, >48822 {^0}
2024-10-03 18:50:53 ,MCP, {~0}
2024-10-03 18:50:54 ,iTc, <SAMA<<{^0}
2024-10-03 18:50:54 ,MCP, {~0}{~0}
2024-10-03 18:50:55 ,iTc,  E<{^0}
2024-10-03 18:50:55 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:50:58 ,iTc, {^0}
2024-10-03 18:50:58 ,MCP, {~0}{~0}{~0}
2024-10-03 18:51:00 ,Scn, \_
2024-10-03 18:51:00 ,Scn, 
2024-10-03 18:51:00 ,iTc, {^0}
2024-10-03 18:51:00 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:51:03 ,iTc, {^0}
2024-10-03 18:51:04 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:51:07 ,iTc, {^0}
2024-10-03 18:51:08 ,MCP, {~0}{~0}{~0}{~0}{~0}{~0}
2024-10-03 18:51:11 ,iTc, {^0}
2024-10-03 18:51:11 ,MCP, {~0}{~0}
2024-10-03 18:51:12 ,Scn, {ST}
2024-10-03 18:51:12 ,MCP, {Z}
2024-10-03 18:51:12 ,iTc, {Z}
2024-10-03 18:51:13 ,Scn, \_
2024-10-03 18:51:13 ,Scn, \_
2024-10-03 18:51:14 ,Scn, 
